year,iu_code,prevalence (%),endemicity,therapeutic_coverage,total_population,population_requiring_treatment,population_treated,epidemiological_coverage (% of the population that required treatment and recieved such),mda_rounds,effective_mda_rounds (≥65% coverage),effective_mda_classification (≥65% coverage)
2014,NGA0377736380,,2.0,3.0,128281.0,128281.0,71580.0,55.8,1.0,1.0,1.0
2015,NGA0377736380,,2.0,3.0,131653.0,131653.0,129912.0,98.68,2.0,2.0,1.0
2016,NGA0377736380,,2.0,3.0,134944.0,134944.0,108851.0,80.66,3.0,3.0,1.0
2017,NGA0377736380,,2.0,3.0,138318.0,138318.0,97766.0,70.68,4.0,4.0,1.0
2018,NGA0377736380,,2.0,3.0,141775.0,141775.0,105014.0,74.07,5.0,5.0,1.0
2019,NGA0377736380,,2.0,3.0,145320.0,145320.0,116111.0,79.9,6.0,6.0,1.0
2020,NGA0377736380,,2.0,3.0,148669.0,148669.0,112324.0,75.55,7.0,7.0,1.0
2021,NGA0377736380,,2.0,3.0,152519.0,152519.0,120886.0,79.26,8.0,8.0,1.0
2022,NGA0377736380,0.0,2.0,1.0,156494.0,156494.0,0.0,0.0,8.0,8.0,0.0
2023,NGA0377736380,,2.0,1.0,160406.0,0.0,0.0,0.0,8.0,8.0,0.0
2014,NGA0377736381,,0.0,0.0,205998.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736381,,0.0,0.0,211413.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736381,,0.0,0.0,216698.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736381,,0.0,0.0,222115.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736381,,0.0,0.0,227668.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736381,,0.0,0.0,233360.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736381,,0.0,0.0,238738.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736381,,0.0,0.0,244921.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736381,,0.0,0.0,251303.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736381,,0.0,0.0,257586.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736382,,2.0,3.0,91728.0,91728.0,73595.0,80.23,1.0,1.0,1.0
2015,NGA0377736382,,2.0,3.0,94139.0,94139.0,58276.0,61.9,2.0,2.0,1.0
2016,NGA0377736382,,2.0,1.0,96493.0,96492.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0377736382,,2.0,3.0,98905.0,98905.0,70900.0,71.68,3.0,3.0,1.0
2018,NGA0377736382,,2.0,3.0,101378.0,101378.0,77185.0,76.14,4.0,4.0,1.0
2019,NGA0377736382,,2.0,3.0,103912.0,103912.0,81441.0,78.37,5.0,5.0,1.0
2020,NGA0377736382,,2.0,3.0,106307.0,106307.0,82991.0,78.07,6.0,6.0,1.0
2021,NGA0377736382,,2.0,3.0,109060.0,109060.0,82645.0,75.78,7.0,7.0,1.0
2022,NGA0377736382,,2.0,2.0,111902.0,111902.0,57946.0,51.78,8.0,7.0,0.0
2023,NGA0377736382,,2.0,1.0,114700.0,0.0,0.0,0.0,8.0,7.0,0.0
2014,NGA0377736383,,0.0,0.0,166836.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736383,,0.0,0.0,171220.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736383,,0.0,0.0,175501.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736383,,0.0,0.0,179888.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736383,,0.0,0.0,184386.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736383,,0.0,0.0,188995.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736383,,0.0,0.0,193351.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736383,,0.0,0.0,198359.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736383,,0.0,0.0,203527.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736383,,0.0,0.0,208615.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736384,,0.0,0.0,230769.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736384,,0.0,0.0,236834.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736384,,0.0,0.0,242755.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736384,,0.0,0.0,248824.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736384,,0.0,0.0,255045.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736384,,0.0,0.0,261421.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736384,,0.0,0.0,267446.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736384,,0.0,0.0,274372.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736384,,0.0,0.0,281522.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736384,,0.0,0.0,288560.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736385,,0.0,0.0,88758.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736385,,0.0,0.0,91091.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736385,,0.0,0.0,93368.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736385,,0.0,0.0,95702.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736385,,0.0,0.0,98095.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736385,,0.0,0.0,100547.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736385,,0.0,0.0,102864.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736385,,0.0,0.0,105529.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736385,,0.0,0.0,108278.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736385,,0.0,0.0,110985.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736386,,0.0,0.0,160511.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736386,,0.0,0.0,164730.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736386,,0.0,0.0,168848.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736386,,0.0,0.0,173069.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736386,,0.0,0.0,177396.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736386,,0.0,0.0,181831.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736386,,0.0,0.0,186022.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736386,,0.0,0.0,190840.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736386,,0.0,0.0,195812.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736386,,0.0,0.0,200708.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736387,,2.0,3.0,160656.0,160656.0,83866.0,52.2,1.0,1.0,1.0
2015,NGA0377736387,,2.0,3.0,164879.0,164879.0,122544.0,74.32,2.0,2.0,1.0
2016,NGA0377736387,,2.0,2.0,169001.0,169001.0,68137.0,40.32,3.0,2.0,0.0
2017,NGA0377736387,,2.0,3.0,173226.0,173226.0,129308.0,74.65,4.0,3.0,1.0
2018,NGA0377736387,,2.0,3.0,177556.0,177556.0,140900.0,79.36,5.0,4.0,1.0
2019,NGA0377736387,,2.0,3.0,181995.0,181995.0,143290.0,78.73,6.0,5.0,1.0
2020,NGA0377736387,,2.0,3.0,186189.0,186189.0,125282.0,67.29,7.0,6.0,1.0
2021,NGA0377736387,,2.0,1.0,191012.0,191012.0,0.0,0.0,7.0,6.0,0.0
2022,NGA0377736387,,2.0,2.0,195989.0,195989.0,97956.0,49.98,8.0,6.0,0.0
2023,NGA0377736387,,2.0,1.0,200889.0,200889.0,0.0,0.0,8.0,6.0,0.0
2014,NGA0377736388,,2.0,3.0,174108.0,174108.0,135765.0,77.98,1.0,1.0,1.0
2015,NGA0377736388,,2.0,3.0,178684.0,178684.0,126087.0,70.56,2.0,2.0,1.0
2016,NGA0377736388,,2.0,1.0,183151.0,183151.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0377736388,,2.0,3.0,187729.0,187729.0,141761.0,75.51,3.0,3.0,1.0
2018,NGA0377736388,,2.0,3.0,192423.0,192423.0,153639.0,79.84,4.0,4.0,1.0
2019,NGA0377736388,,2.0,3.0,197233.0,197233.0,156681.0,79.44,5.0,5.0,1.0
2020,NGA0377736388,,2.0,3.0,201779.0,201779.0,151294.0,74.98,6.0,6.0,1.0
2021,NGA0377736388,,2.0,3.0,207005.0,207005.0,163316.0,78.89,7.0,7.0,1.0
2022,NGA0377736388,0.0,2.0,1.0,212399.0,212399.0,0.0,0.0,7.0,7.0,0.0
2023,NGA0377736388,,2.0,1.0,217709.0,0.0,0.0,0.0,7.0,7.0,0.0
2014,NGA0377736389,,0.0,0.0,120710.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736389,,0.0,0.0,123882.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736389,,0.0,0.0,126979.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736389,,0.0,0.0,130154.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736389,,0.0,0.0,133408.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736389,,0.0,0.0,136743.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736389,,0.0,0.0,139894.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736389,,0.0,0.0,143517.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736389,,0.0,0.0,147257.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736389,,0.0,0.0,150938.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736390,,0.0,0.0,154584.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736390,,0.0,0.0,158647.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736390,,0.0,0.0,162613.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736390,,0.0,0.0,166678.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736390,,0.0,0.0,170845.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736390,,0.0,0.0,175116.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736390,,0.0,0.0,179152.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736390,,0.0,0.0,183792.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736390,,0.0,0.0,188581.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736390,,0.0,0.0,193296.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736391,,0.0,0.0,126570.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736391,,0.0,0.0,129897.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736391,,0.0,0.0,133144.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736391,,0.0,0.0,136473.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736391,,0.0,0.0,139885.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736391,,0.0,0.0,143382.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736391,,0.0,0.0,146686.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736391,,0.0,0.0,150485.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736391,,0.0,0.0,154406.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736391,,0.0,0.0,158267.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736392,,0.0,0.0,216649.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736392,,0.0,0.0,222343.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736392,,0.0,0.0,227901.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736392,,0.0,0.0,233599.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736392,,0.0,0.0,239439.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736392,,0.0,0.0,245425.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736392,,0.0,0.0,251081.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736392,,0.0,0.0,257584.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736392,,0.0,0.0,264295.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736392,,0.0,0.0,270903.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736393,,0.0,0.0,90773.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736393,,0.0,0.0,93159.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736393,,0.0,0.0,95488.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736393,,0.0,0.0,97875.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736393,,0.0,0.0,100322.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736393,,0.0,0.0,102830.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736393,,0.0,0.0,105200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736393,,0.0,0.0,107925.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736393,,0.0,0.0,110737.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736393,,0.0,0.0,113505.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736394,,0.0,0.0,132167.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736394,,0.0,0.0,135640.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736394,,0.0,0.0,139031.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736394,,0.0,0.0,142507.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736394,,0.0,0.0,146070.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736394,,0.0,0.0,149721.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736394,,0.0,0.0,153172.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736394,,0.0,0.0,157139.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736394,,0.0,0.0,161234.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736394,,0.0,0.0,165264.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736395,,0.0,0.0,156042.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736395,,0.0,0.0,160143.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736395,,0.0,0.0,164147.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736395,,0.0,0.0,168250.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736395,,0.0,0.0,172456.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736395,,0.0,0.0,176768.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736395,,0.0,0.0,180842.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736395,,0.0,0.0,185525.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736395,,0.0,0.0,190360.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736395,,0.0,0.0,195119.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736396,,0.0,0.0,180440.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736396,,0.0,0.0,185183.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736396,,0.0,0.0,189812.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736396,,0.0,0.0,194558.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736396,,0.0,0.0,199421.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736396,,0.0,0.0,204407.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736396,,0.0,0.0,209118.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736396,,0.0,0.0,214534.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736396,,0.0,0.0,220124.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736396,,0.0,0.0,225627.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736397,,2.0,2.0,126625.0,126625.0,55171.0,43.57,1.0,0.0,0.0
2015,NGA0377736397,,2.0,2.0,129953.0,129953.0,47769.0,36.76,2.0,0.0,0.0
2016,NGA0377736397,,2.0,1.0,133202.0,133202.0,0.0,0.0,2.0,0.0,0.0
2017,NGA0377736397,,2.0,3.0,136532.0,136532.0,98571.0,72.2,3.0,1.0,1.0
2018,NGA0377736397,,2.0,3.0,139945.0,139945.0,109495.0,78.24,4.0,2.0,1.0
2019,NGA0377736397,,2.0,3.0,143444.0,143444.0,111380.0,77.65,5.0,3.0,1.0
2020,NGA0377736397,,2.0,3.0,146750.0,146750.0,115412.0,78.65,6.0,4.0,1.0
2021,NGA0377736397,,2.0,3.0,150550.0,150550.0,113514.0,75.4,7.0,5.0,1.0
2022,NGA0377736397,0.0,2.0,1.0,154473.0,154473.0,0.0,0.0,7.0,5.0,0.0
2023,NGA0377736397,,2.0,1.0,158335.0,0.0,0.0,0.0,7.0,5.0,0.0
2014,NGA0377736398,,2.0,3.0,150130.0,150130.0,137813.0,91.8,1.0,1.0,1.0
2015,NGA0377736398,,2.0,2.0,154076.0,154076.0,74126.0,48.11,2.0,1.0,0.0
2016,NGA0377736398,,2.0,1.0,157928.0,157928.0,0.0,0.0,2.0,1.0,0.0
2017,NGA0377736398,,2.0,3.0,161876.0,161876.0,126213.0,77.97,3.0,2.0,1.0
2018,NGA0377736398,,2.0,3.0,165923.0,165923.0,130128.0,78.43,4.0,3.0,1.0
2019,NGA0377736398,,2.0,3.0,170071.0,170071.0,135482.0,79.66,5.0,4.0,1.0
2020,NGA0377736398,,2.0,3.0,173991.0,173991.0,130206.0,74.83,6.0,5.0,1.0
2021,NGA0377736398,,2.0,3.0,178497.0,178497.0,142941.0,80.08,7.0,6.0,1.0
2022,NGA0377736398,0.16,2.0,1.0,183148.0,183148.0,0.0,0.0,7.0,6.0,0.0
2023,NGA0377736398,,2.0,1.0,187727.0,0.0,0.0,0.0,7.0,6.0,0.0
2014,NGA0377736399,,2.0,2.0,106430.0,106430.0,36958.0,34.73,1.0,0.0,0.0
2015,NGA0377736399,,2.0,2.0,109227.0,109227.0,40269.0,36.87,2.0,0.0,0.0
2016,NGA0377736399,,2.0,1.0,111957.0,111957.0,0.0,0.0,2.0,0.0,0.0
2017,NGA0377736399,,2.0,3.0,114756.0,114756.0,74773.0,65.16,3.0,1.0,1.0
2018,NGA0377736399,,2.0,3.0,117625.0,117625.0,82353.0,70.01,4.0,2.0,1.0
2019,NGA0377736399,,2.0,3.0,120566.0,120566.0,88613.0,73.5,5.0,3.0,1.0
2020,NGA0377736399,,2.0,3.0,123345.0,123345.0,92940.0,75.35,6.0,4.0,1.0
2021,NGA0377736399,,2.0,1.0,126539.0,126539.0,0.0,0.0,6.0,4.0,0.0
2022,NGA0377736399,,2.0,2.0,129836.0,129836.0,66477.0,51.2,7.0,4.0,0.0
2023,NGA0377736399,,2.0,1.0,133082.0,0.0,0.0,0.0,7.0,4.0,0.0
2014,NGA0377736400,,0.0,0.0,210099.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736400,,0.0,0.0,215621.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736400,,0.0,0.0,221012.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736400,,0.0,0.0,226537.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736400,,0.0,0.0,232200.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736400,,0.0,0.0,238005.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736400,,0.0,0.0,243491.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736400,,0.0,0.0,249797.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736400,,0.0,0.0,256306.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736400,,0.0,0.0,262713.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0377736401,,2.0,2.0,64833.0,64833.0,14507.0,22.38,1.0,0.0,0.0
2015,NGA0377736401,,2.0,2.0,66537.0,66536.0,12785.0,19.22,2.0,0.0,0.0
2016,NGA0377736401,,2.0,1.0,68200.0,68200.0,0.0,0.0,2.0,0.0,0.0
2017,NGA0377736401,,2.0,3.0,69905.0,69905.0,45454.0,65.02,3.0,1.0,1.0
2018,NGA0377736401,,2.0,3.0,71653.0,71653.0,50273.0,70.16,4.0,2.0,1.0
2019,NGA0377736401,,2.0,3.0,73444.0,73444.0,54698.0,74.48,5.0,3.0,1.0
2020,NGA0377736401,,2.0,3.0,75137.0,75136.0,53889.0,71.72,6.0,4.0,1.0
2021,NGA0377736401,,2.0,1.0,77083.0,77083.0,0.0,0.0,6.0,4.0,0.0
2022,NGA0377736401,,2.0,2.0,79092.0,79091.0,38290.0,48.41,7.0,4.0,0.0
2023,NGA0377736401,,2.0,3.0,81069.0,81069.0,58552.0,72.22,8.0,5.0,1.0
2014,NGA0377736402,,0.0,0.0,154584.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0377736402,,0.0,0.0,158647.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0377736402,,0.0,0.0,162613.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0377736402,,0.0,0.0,166678.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0377736402,,0.0,0.0,170845.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0377736402,,0.0,0.0,175116.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0377736402,,0.0,0.0,179152.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0377736402,,0.0,0.0,183792.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0377736402,,0.0,0.0,188581.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0377736402,,0.0,0.0,193296.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,NGA0377736403,2.65,,,,,,,,,
2014,NGA0377736403,,2.0,3.0,143957.0,143957.0,100602.0,69.88,1.0,1.0,1.0
2015,NGA0377736403,,2.0,3.0,147740.0,147740.0,217593.0,147.28,2.0,2.0,1.0
2016,NGA0377736403,,2.0,3.0,151434.0,151434.0,109511.0,72.32,3.0,3.0,1.0
2017,NGA0377736403,,2.0,3.0,155220.0,155220.0,120989.0,77.95,4.0,4.0,1.0
